Game Title,HollowPoiint Videos,Sample Video URL,Sample Video Title,Steam URL,Steam App ID,Price (USD),Genres,Categories,Developer,Publisher,AAA / Indie,Steam Deck,Release Date,Review Count,Metacritic,Short Description,Platforms
A disturbing horror game about THE DARK WEB,1,https://youtube.com/watch?v=9x_xJWT-Tjs,A disturbing horror game about THE DARK WEB..,,,,,,,,,,,,,,
This game messed me up,1,https://youtube.com/watch?v=K8ESg2IlNk0,This game messed me up.. - Murder House,,,,,,,,,,,,,,
This game is going straight into my recycle bin,1,https://youtube.com/watch?v=HwImE-_Qd7k,This game is going straight into my recycle bin.. | THE MAID,,,,,,,,,,,,,,
They actually made a SPIDER HORROR GAME,1,https://youtube.com/watch?v=apVCUvTHnDc,They actually made a SPIDER HORROR GAME..,,,,,,,,,,,,,,
This is the best horror game i've played this year,1,https://youtube.com/watch?v=3JemQRPKeJM,This is the best horror game i've played this year..,,,,,,,,,,,,,,
A new crazy psychological horror,1,https://youtube.com/watch?v=ws7S3Mv3-4k,A new crazy psychological horror..,,,,,,,,,,,,,,
Working the night shift as a delivery man,1,https://youtube.com/watch?v=hQh1Svc-YUE,Working the night shift as a delivery man..,,,,,,,,,,,,,,
The incident of Holiday Motel,1,https://youtube.com/watch?v=e7fxN6Ty72E,The incident of Holiday Motel..,,,,,,,,,,,,,,
I rented a cabin in the woods,1,https://youtube.com/watch?v=lLl_V2PiAbg,I rented a cabin in the woods..,,,,,,,,,,,,,,
Play as Sheriff James in an attempt to escape the morgue,1,https://youtube.com/watch?v=2Khvh6HO3H4,Play as Sheriff James in an attempt to escape the morgue..,,,,,,,,,,,,,,
Im being stalked,1,https://youtube.com/watch?v=0bwHUDKl_8A,Im being stalked..,,,,,,,,,,,,,,
In search for my daughter in this chinese manor,1,https://youtube.com/watch?v=kWVFfleU6nw,In search for my daughter in this chinese manor..,,,,,,,,,,,,,,
Sometimes its safer not to play these horror games,1,https://youtube.com/watch?v=Z0gI-WyCxoI,Sometimes its safer not to play these horror games..,,,,,,,,,,,,,,
Camping overnight at an abandoned manor,1,https://youtube.com/watch?v=W-2FHYhcN2w,Camping overnight at an abandoned manor..,,,,,,,,,,,,,,
Play as a little kid with teraphobia,1,https://youtube.com/watch?v=6oVJ0AE02no,Play as a little kid with teraphobia - Among the Sleep,,,,,,,,,,,,,,
A new zombie survival horror,1,https://youtube.com/watch?v=MYKQpkxV9hs,A new zombie survival horror..,,,,,,,,,,,,,,
Shipwrecked on an abandoned Island,1,https://youtube.com/watch?v=6d4RBdcngp0,Shipwrecked on an abandoned Island.. | Total Chaos,,,,,,,,,,,,,,
Overnight at the cabin in the woods,1,https://youtube.com/watch?v=qxT0nWOT4DY,Overnight at the cabin in the woods..,,,,,,,,,,,,,,
well.. this game was disturbing,1,https://youtube.com/watch?v=9RG6Tu1St0o,well.. this game was disturbing,,,,,,,,,,,,,,
Renting into a Haunted Property,1,https://youtube.com/watch?v=QOVKCK-M4gU,Renting into a Haunted Property | 心霊物件,,,,,,,,,,,,,,
Night shift at The Motel,1,https://youtube.com/watch?v=0knSV40x3go,Night shift at The Motel,,,,,,,,,,,,,,
A horror game about the deep sea,1,https://youtube.com/watch?v=v1VdnzC2-Go,A horror game about the deep sea..,,,,,,,,,,,,,,
Never going to sleep again,1,https://youtube.com/watch?v=OLF0TnlSlCU,Never going to sleep again.,,,,,,,,,,,,,,
A cozy nightshift serving burgers at the Kiosk,1,https://youtube.com/watch?v=CHtpc5t67wI,A cozy nightshift serving burgers at the Kiosk..,,,,,,,,,,,,,,
The door in the basement,1,https://youtube.com/watch?v=78-jI4BWPr0,The door in the basement.,https://store.steampowered.com/app/1436810,1436810,$10.99,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Camera Comfort, Color Alternatives, Custom Volume Controls, Playable without Timed Input, Stereo Sound, Partial Controller Support, Steam Cloud, Family Sharing",Aegon Games,Aegon Games,Indie,Playable,"Apr 21, 2021",167 reviews,,The Door in the Basement is an atmospheric pixelated horror game set in a mysterious subterranean world.,Windows
This horror game just CHEWED ME UP,1,https://youtube.com/watch?v=QHP-lXr34uk,This horror game just CHEWED ME UP.. | Dream Cage,,,,,,,,,,,,,,
Mom.. you are scaring me,1,https://youtube.com/watch?v=Slr49MQQ41g,Mom.. you are scaring me,,,,,,,,,,,,,,
A vietnamese horror game where you rent a room in a haunted house,1,https://youtube.com/watch?v=Sy9iS-9IpE8,A vietnamese horror game where you rent a room in a haunted house..,,,,,,,,,,,,,,
A New SCP Horror Game Where You're Stranded on Mars,1,https://youtube.com/watch?v=RuHsY6SbjGw,A New SCP Horror Game Where You're Stranded on Mars..,,,,,,,,,,,,,,
I went looting inside an abandoned village,1,https://youtube.com/watch?v=OdDBDCujD8E,I went looting inside an abandoned village..,,,,,,,,,,,,,,
Taking a break from horror games after this one,1,https://youtube.com/watch?v=zJPqd7IjpBY,Taking a break from horror games after this one.,,,,,,,,,,,,,,
This Filipino horror game is going straight to my recycling bin,1,https://youtube.com/watch?v=GvtU710vWdo,This Filipino horror game is going straight to my recycling bin..,,,,,,,,,,,,,,
NAH.. this horror game is nasty work,1,https://youtube.com/watch?v=-vcuHEcK1Dg,NAH.. this horror game is nasty work..,,,,,,,,,,,,,,
Haunted house for sale,1,https://youtube.com/watch?v=DmJfIQM65UA,Haunted house for sale.. | For Sale,,,,,,,,,,,,,,
0% chance im playing this game again,1,https://youtube.com/watch?v=iAY2hApXj1U,0% chance im playing this game again.,,,,,,,,,,,,,,
Human Ritual at the Gas Station,1,https://youtube.com/watch?v=qcYmj88otpY,Human Ritual at the Gas Station..,,,,,,,,,,,,,,
Someone sent me The Cursed Tape,1,https://youtube.com/watch?v=e1-nO2uywJo,Someone sent me The Cursed Tape..,,,,,,,,,,,,,,
3 Random Horror Games,1,https://youtube.com/watch?v=L3lZOcUkVJQ,3 Random Horror Games,,,,,,,,,,,,,,
The most disturbing game I've played in a long time,1,https://youtube.com/watch?v=UAm-9e8RGmQ,The most disturbing game I've played in a long time.. | Cursed Digicam,,,,,,,,,,,,,,
This SCP Horror Game is amazing,1,https://youtube.com/watch?v=XKIemBjm2_Q,This SCP Horror Game is amazing..,,,,,,,,,,,,,,
This egyptian horror game just took my soul,1,https://youtube.com/watch?v=V8_r0vlTi-4,This egyptian horror game just took my soul..,,,,,,,,,,,,,,
A VHS horror about the Fears of abduction,1,https://youtube.com/watch?v=dpSzLVkZh-s,A VHS horror about the Fears of abduction..,,,,,,,,,,,,,,
Survive an 80s Abandoned Arcade in this Brazilian Horror Game,1,https://youtube.com/watch?v=_r_P7ZveHsg,Survive an 80s Abandoned Arcade in this Brazilian Horror Game..,,,,,,,,,,,,,,
A horror game based on the true events of Snap Shot Killer,1,https://youtube.com/watch?v=pK7hH5HZTEM,A horror game based on the true events of Snap Shot Killer..,,,,,,,,,,,,,,
One of the best horror games I've played this year,1,https://youtube.com/watch?v=_bz7DkFNMUs,One of the best horror games I've played this year..,,,,,,,,,,,,,,
The disturbing case of Sunnyside Highschool,1,https://youtube.com/watch?v=Z97jK9J8NHM,The disturbing case of Sunnyside Highschool..,,,,,,,,,,,,,,
They Made A Santa Claus Horror Game,1,https://youtube.com/watch?v=SR6BdPQ72Gw,They Made A Santa Claus Horror Game | GIFT COLLECTOR,,,,,,,,,,,,,,
Visiting Grandma in the Countryside,1,https://youtube.com/watch?v=C-Fzq-sa8fU,Visiting Grandma in the Countryside..,,,,,,,,,,,,,,
Working at the Cabin Factory,1,https://youtube.com/watch?v=OSSlSRWbfFs,Working at the Cabin Factory..,,,,,,,,,,,,,,
Nightmare after christmas,1,https://youtube.com/watch?v=AlmbtZJ0U1g,Nightmare after christmas,,,,,,,,,,,,,,
This New Dinosaur Game is CREEPY AF,1,https://youtube.com/watch?v=S8zuNfLAokA,This New Dinosaur Game is CREEPY AF..,,,,,,,,,,,,,,
NOPE.. I dont wanna play a horror like this again,1,https://youtube.com/watch?v=caW7nJXQao0,NOPE.. I dont wanna play a horror like this again,,,,,,,,,,,,,,
Panic in the woods,1,https://youtube.com/watch?v=VnrMWoH6wLA,Panic in the woods.,https://store.steampowered.com/app/3036880,3036880,$5.99,"Action, Casual","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",Exit Plan Games,Exit Plan Games,Indie,Playable,"Sep 13, 2024",107 reviews,,"A horror survival and extraction game playable in single player or co-op for up to 4 players. Lost in a creepy forest, you and your friends are hunted by a monster. Stay quiet while extracting keys th",Windows
A Christmas Horror,1,https://youtube.com/watch?v=qZevMgfQqj8,A Christmas Horror..,,,,,,,,,,,,,,
Looking for my lost daughter in Taiwans most haunted village,1,https://youtube.com/watch?v=UivTEWtQXIg,Looking for my lost daughter in Taiwans most haunted village..,,,,,,,,,,,,,,
A home invasion horror game based on true events,1,https://youtube.com/watch?v=1AAJkkYOW7M,A home invasion horror game based on true events..,,,,,,,,,,,,,,
Working a CREEPY job in the mountains,1,https://youtube.com/watch?v=SRJjUni3qUY,Working a CREEPY job in the mountains..,,,,,,,,,,,,,,
Dating a Spanish Tiktoker Horror,1,https://youtube.com/watch?v=Df8DG6xy9wI,Dating a Spanish Tiktoker Horror..,,,,,,,,,,,,,,
An Incredible New Zombie Outbreak Survival Game,1,https://youtube.com/watch?v=y7CNnalXC_E,An Incredible New Zombie Outbreak Survival Game..,,,,,,,,,,,,,,
I'm DONE with Grandma Horror Games,1,https://youtube.com/watch?v=dmYY1y-ckt8,I'm DONE with Grandma Horror Games..,,,,,,,,,,,,,,
People have gone missing in this haunted mansion,1,https://youtube.com/watch?v=mj2ZAcA4_GE,People have gone missing in this haunted mansion..,,,,,,,,,,,,,,
A cozy home invasion horror,1,https://youtube.com/watch?v=Y422e3L0y2U,A cozy home invasion horror..,,,,,,,,,,,,,,
A horror game where you are a sniper assassin,1,https://youtube.com/watch?v=k_f8a1movCk,A horror game where you are a sniper assassin.. | Sniper Killer,,,,,,,,,,,,,,
I'M BEING FOLLOWED by a Creepy Tall Woman in CROWDED Places,1,https://youtube.com/watch?v=-md9t1a7FDU,I'M BEING FOLLOWED by a Creepy Tall Woman in CROWDED Places..,,,,,,,,,,,,,,
I Checked into haunted hotel that wont let me leave,1,https://youtube.com/watch?v=QEu6TrhyBNI,I Checked into haunted hotel that wont let me leave..,,,,,,,,,,,,,,
I Got A Shady Job Working at a Haunted Doll Factory,1,https://youtube.com/watch?v=yT5dUSapP_Q,I Got A Shady Job Working at a Haunted Doll Factory..,,,,,,,,,,,,,,
Lost in a horrifying Liminal Space,1,https://youtube.com/watch?v=M0jav8zAJwA,Lost in a horrifying Liminal Space.. | Liminalcore,,,,,,,,,,,,,,
A Horror Game About Vietnamese Urban Legends..| The Scourge,1,https://youtube.com/watch?v=bYkl4HIWUGg,A Horror Game About Vietnamese Urban Legends..| The Scourge,,,,,,,,,,,,,,
A psychological thriller game set in a dystopian world,1,https://youtube.com/watch?v=SBgl8C0fcKI,A psychological thriller game set in a dystopian world..,,,,,,,,,,,,,,
A Quiet Place The Road Ahead,1,https://youtube.com/watch?v=zvb85ZjZ14U,A Quiet Place The Road Ahead - A POST-APOCALYPTIC SURVIVAL HORROR..,https://store.steampowered.com/app/2233120,2233120,$29.99,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",Stormind Games,Saber Interactive,AA,Verified,"Oct 17, 2024","2,112 reviews",,A Quiet Place: The Road Ahead is a single-player horror adventure game inspired by the critically acclaimed blockbuster movie franchise. Survive in silence.,Windows
Silent Hill 2 Remake Ending,1,https://youtube.com/watch?v=TZtJ0E4i5IA,Silent Hill 2 Remake Ending,,,,,,,,,,,,,,
Until Dawn Remake,1,https://youtube.com/watch?v=i01iianupUU,Until Dawn Remake - FULL GAME,https://store.steampowered.com/app/2172010,2172010,$59.99,Adventure,"Single-player, Steam Achievements, Full controller support, Adjustable Text Size, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Narrated Game Menus, Playable without Timed Input, Stereo Sound, Subtitle Options, Surround Sound, Steam Cloud, Family Sharing",Ballistic Moon,PlayStation Publishing LLC,AAA,Unsupported,"Oct 4, 2024","3,108 reviews",,"Rebuilt and enhanced for PC – Until Dawn invites you to relive the nightmare, and immerse yourself in a gripping slasher horror where every decision can make the difference between life and death.",Windows
Home alone in Japan,1,https://youtube.com/watch?v=JGJvk0gQnfY,Home alone in Japan | 3 RANDOM HORROR GAMES,,,,,,,,,,,,,,
A Zookeeping Simulator Horror Game,1,https://youtube.com/watch?v=MwJKNKROqK0,A Zookeeping Simulator Horror Game - Zoochosis,,,,,,,,,,,,,,
I'm Searching for My DAD in a Creepy Mental Asylum,1,https://youtube.com/watch?v=ZBSNqtTuyxw,I'm Searching for My DAD in a Creepy Mental Asylum..,,,,,,,,,,,,,,
A First Person Horror Game of a dying crew lost in space,1,https://youtube.com/watch?v=jBibuZ7HW4M,A First Person Horror Game of a dying crew lost in space - Mouthwashing,,,,,,,,,,,,,,
Working a Disturbing Water Delivery Job in the Countryside,1,https://youtube.com/watch?v=PzpWnS5Knos,Working a Disturbing Water Delivery Job in the Countryside..,,,,,,,,,,,,,,
An incredible survival horror game set in a dystopian future,1,https://youtube.com/watch?v=IT-zWl5bkEQ,An incredible survival horror game set in a dystopian future..,,,,,,,,,,,,,,
Dead Rising Deluxe Remaster,1,https://youtube.com/watch?v=yMwdzgwyi1U,Dead Rising Deluxe Remaster - Surviving A Zombie Outbreak (FULL GAME),,,,,,,,,,,,,,
Never Working at a Japanese Bathhouse,1,https://youtube.com/watch?v=aFllLNRwR_E,Never Working at a Japanese Bathhouse | The Bathhouse | 地獄銭湯,,,,,,,,,,,,,,
This horror game broke my heart,1,https://youtube.com/watch?v=hObzFayLoq0,This horror game broke my heart.. | Bad Parenting,,,,,,,,,,,,,,
A WINTER GETAWAY HORROR,1,https://youtube.com/watch?v=iAGzpYtQ6-o,A WINTER GETAWAY HORROR.. | Fears To Fathom: Woodbury Getaway,,,,,,,,,,,,,,
A surreal horror game about the after life,1,https://youtube.com/watch?v=JaoVRHl80hg,A surreal horror game about the after life..,,,,,,,,,,,,,,
an incredible farming simulator horror,1,https://youtube.com/watch?v=vEeBaRSA004,an incredible farming simulator horror..,,,,,,,,,,,,,,
A security guard's final hours at a new york subway station,1,https://youtube.com/watch?v=8EOjvl1r4y8,A security guard's final hours at a new york subway station..,,,,,,,,,,,,,,
A psycological horror game that deals with witchcraft,1,https://youtube.com/watch?v=uALJf10DELo,A psycological horror game that deals with witchcraft..,,,,,,,,,,,,,,
THE WINDOWS ARE GONE,1,https://youtube.com/watch?v=7AudgJ5vmJE,THE WINDOWS ARE GONE..,https://store.steampowered.com/app/2590250,2590250,Free,Action,Single-player,Scary Cube,Scary Cube,Indie,Playable,"Oct 2, 2023",No reviews,,"Haunted by grief and guilt after a tragic accident, you start seeing a house in your dreams. No matter what you do, you can't get its image out of your mind. You feel it calling for you, so you answer",Windows
A cops desperate attempt to escape a cursed home,1,https://youtube.com/watch?v=JhiIqj_cxSU,A cops desperate attempt to escape a cursed home.,,,,,,,,,,,,,,
This home invasion horror game is UNHINGED,1,https://youtube.com/watch?v=HjZ_JRUOUaQ,This home invasion horror game is UNHINGED..,,,,,,,,,,,,,,
This japanese horror game mentally scarred me,1,https://youtube.com/watch?v=UtWQ-lTpdhQ,This japanese horror game mentally scarred me.. | SeijunDROP,,,,,,,,,,,,,,
A horror game where you work the night shift serving burgers,1,https://youtube.com/watch?v=OK4BkBMau8U,A horror game where you work the night shift serving burgers..,,,,,,,,,,,,,,
A psycological horror game about sleep paralysis,1,https://youtube.com/watch?v=hl2Yy9o1PnI,A psycological horror game about sleep paralysis..,,,,,,,,,,,,,,
Hyper-realistic horror that uses your mic to communicate with a dead housemaid,1,https://youtube.com/watch?v=MCnQNfvlHSI,Hyper-realistic horror that uses your mic to communicate with a dead housemaid..,,,,,,,,,,,,,,
Working the night shift at a haunted pizzeria,1,https://youtube.com/watch?v=N1KQjic7Ubg,Working the night shift at a haunted pizzeria..,,,,,,,,,,,,,,
"Daddy, chill",1,https://youtube.com/watch?v=CUOUKi5_O78,"Daddy, chill..",,,,,,,,,,,,,,
A Shadow Conspiracy Horror Game Inspired By Resident Evil,1,https://youtube.com/watch?v=8a_eb1YNXco,A Shadow Conspiracy Horror Game Inspired By Resident Evil - Connection: Nightmare Within,,,,,,,,,,,,,,
The Shape-Shifting Killer in the Woods,1,https://youtube.com/watch?v=APG1GXQbX7M,The Shape-Shifting Killer in the Woods..,,,,,,,,,,,,,,
This is One of the Best Horror Games I've Played,1,https://youtube.com/watch?v=wU5aAGp9OIg,This is One of the Best Horror Games I've Played.. - REVEIL (FULL GAME),,,,,,,,,,,,,,
A Deadly Late Night Snack,1,https://youtube.com/watch?v=zAr-e6_Beog,A Deadly Late Night Snack | EGG FRIED RICE,,,,,,,,,,,,,,
A Detective's Body Cam Horror Footage,1,https://youtube.com/watch?v=_rADUfdnhlI,A Detective's Body Cam Horror Footage.,,,,,,,,,,,,,,
Lunch Lady Horror,1,https://youtube.com/watch?v=ZuIOQ7JOUKQ,Lunch Lady Horror,,,,,,,,,,,,,,
"IF YOU CLAP, HE COMES",1,https://youtube.com/watch?v=8SKWCDAwIbc,"IF YOU CLAP, HE COMES..",,,,,,,,,,,,,,
Alan Wake 2 Night Springs DLC,1,https://youtube.com/watch?v=TFMRO-KX0jw,Alan Wake 2 Night Springs DLC - FULL GAME,,,,,,,,,,,,,,
NEW BLACK OPS 6 GAMEPLAY,1,https://youtube.com/watch?v=BuilNEHZ3WU,NEW BLACK OPS 6 GAMEPLAY..,,,,,,,,,,,,,,
The murder of a mentally unstable husband,1,https://youtube.com/watch?v=GbxagBeL6Po,The murder of a mentally unstable husband..,,,,,,,,,,,,,,
Would you play a game made by the devil..?,1,https://youtube.com/watch?v=L91spDE_V5Y,Would you play a game made by the devil..?,,,,,,,,,,,,,,
I Broke into an Abandoned Theme Park,1,https://youtube.com/watch?v=s5jFrysNeKw,I Broke into an Abandoned Theme Park.. - Indigo Park (Chapter 1),,,,,,,,,,,,,,
NEW SILENT HILL 2 REMAKE GAMEPLAY,1,https://youtube.com/watch?v=6JeSxa-7wN8,NEW SILENT HILL 2 REMAKE GAMEPLAY..,,,,,,,,,,,,,,
"A game where you wake up alone, in space",1,https://youtube.com/watch?v=1l0Zz4SN8pU,"A game where you wake up alone, in space.. | We Went Back",,,,,,,,,,,,,,
ESCAPE THIS HAUNTED TAIWANESE SCHOOL,1,https://youtube.com/watch?v=zEtw9cgl4nI,ESCAPE THIS HAUNTED TAIWANESE SCHOOL | The Bridge Curse 2 (Full Game),,,,,,,,,,,,,,
I went ghost hunting in an ABANDONED house,1,https://youtube.com/watch?v=H9bH4uaKqhE,I went ghost hunting in an ABANDONED house..,,,,,,,,,,,,,,
Lost in the woods with the Mimic Killer,1,https://youtube.com/watch?v=w3_2WowZFSc,Lost in the woods with the Mimic Killer..,,,,,,,,,,,,,,
I Tried Playing 2 New Random Backrooms Horror Games,1,https://youtube.com/watch?v=oj4L2v-EwMY,I Tried Playing 2 New Random Backrooms Horror Games..,,,,,,,,,,,,,,
A Psycological Horror Where You Play A Rookie Cop,1,https://youtube.com/watch?v=m3BU8mnxH7c,A Psycological Horror Where You Play A Rookie Cop..,,,,,,,,,,,,,,
My First Time Ever Playing The Outlast Trials..😳,1,https://youtube.com/watch?v=TqL6vOoHFNM,My First Time Ever Playing The Outlast Trials..😳,,,,,,,,,,,,,,
I hate myself for ever playing this game,1,https://youtube.com/watch?v=0HxKAq67vUg,I hate myself for ever playing this game..,,,,,,,,,,,,,,
DINOSAUR FOUND FOOTAGE HORROR,1,https://youtube.com/watch?v=cEWp_aEEIes,DINOSAUR FOUND FOOTAGE HORROR | Unknow Tapes,,,,,,,,,,,,,,
A Sinister Game About Working The Night Shift as a Garbage Man,1,https://youtube.com/watch?v=FjoDOAw1AlI,A Sinister Game About Working The Night Shift as a Garbage Man..,,,,,,,,,,,,,,
A Crime Scene Horror,1,https://youtube.com/watch?v=FczKloD3-Jo,A Crime Scene Horror.,,,,,,,,,,,,,,
This Game Has MY KNEES WEAK,1,https://youtube.com/watch?v=46XkwNQPOeM,This Game Has MY KNEES WEAK.. - The Torture House,,,,,,,,,,,,,,
"NAH, this game is too much",1,https://youtube.com/watch?v=OJ-8bRfAdpY,"NAH, this game is too much.. - Northbury Grove (2024)",,,,,,,,,,,,,,
Play as a cop in this photorealistic body cam horror thats listens to you,1,https://youtube.com/watch?v=CIojLwM5S7s,Play as a cop in this photorealistic body cam horror thats listens to you.. | SILENT BREATH,,,,,,,,,,,,,,
Undead Trooper Zombies.. 😲,1,https://youtube.com/watch?v=CF5HWd1IFsE,Undead Trooper Zombies.. 😲 - DEATHTROOPERS 2,,,,,,,,,,,,,,
Star Wars Survival Horror,1,https://youtube.com/watch?v=p3XGe6fV5Tg,Star Wars Survival Horror..,,,,,,,,,,,,,,
A Horror Games About Loneliness and Isolation,1,https://youtube.com/watch?v=RV0r-XYSwUs,A Horror Games About Loneliness and Isolation.,,,,,,,,,,,,,,
EXCAVATION BUNKER NIGHTMARE,1,https://youtube.com/watch?v=m47P0Gp0vno,EXCAVATION BUNKER NIGHTMARE.. | There’s Something in the Ice,,,,,,,,,,,,,,
JAPANESE TRAIN HORROR,1,https://youtube.com/watch?v=VNcWYD88LMI,JAPANESE TRAIN HORROR - Chilla's Art Shinkansen 0 | 新幹線 0号,,,,,,,,,,,,,,
The Neighborhood Sacrifice,1,https://youtube.com/watch?v=T2IECwy1UJQ,The Neighborhood Sacrifice - Community,,,,,,,,,,,,,,
Alone in the Dark,1,https://youtube.com/watch?v=BdVjZYuD4fA,Alone in the Dark - A NEW DETECTIVE HORROR..,https://store.steampowered.com/app/1310410,1310410,$39.99,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",Pieces Interactive,THQ Nordic,AAA,Playable,"Mar 20, 2024","3,036 reviews",,"Return to Derceto Manor in this reimagination of Alone in the Dark, a love letter to the 90’s cult classic horror game.",Windows
A 90s Summer Camp Horror,1,https://youtube.com/watch?v=OHB9GPIJCDg,A 90s Summer Camp Horror..,,,,,,,,,,,,,,
An Unpleasant Analog Horror,1,https://youtube.com/watch?v=wvUIzKPCVHQ,An Unpleasant Analog Horror,,,,,,,,,,,,,,
Im Deleting This Game IMMEDIATELY,1,https://youtube.com/watch?v=m3DBsnrNGLk,Im Deleting This Game IMMEDIATELY.,,,,,,,,,,,,,,
A Horror Game Where You Play as a Mentally ill Father,1,https://youtube.com/watch?v=HiFOqbWuuSk,A Horror Game Where You Play as a Mentally ill Father..,,,,,,,,,,,,,,
Hyper-Realistic Body Cam Horror,1,https://youtube.com/watch?v=itCPuf-n1EM,Hyper-Realistic Body Cam Horror,,,,,,,,,,,,,,
This New Photorealistic Backrooms Game is TERRIFYING,1,https://youtube.com/watch?v=MSZM0k9sPOs,This New Photorealistic Backrooms Game is TERRIFYING... | Backrooms Rec,,,,,,,,,,,,,,
A Chinese Paranormal Horror,1,https://youtube.com/watch?v=rJnaOqecuqA,A Chinese Paranormal Horror,,,,,,,,,,,,,,
"OKAY, This Turkish Horror Game is Terrifying",1,https://youtube.com/watch?v=QNecuJWr-tI,"OKAY, This Turkish Horror Game is Terrifying..",,,,,,,,,,,,,,
Abandoned Ghost Ship Horror,1,https://youtube.com/watch?v=SVhsF8whhUA,Abandoned Ghost Ship Horror | Lazaret (FULL GAME),,,,,,,,,,,,,,
Prison Escape Horror,1,https://youtube.com/watch?v=tTlBSWC20iU,Prison Escape Horror - Quod,,,,,,,,,,,,,,
A Horror Game Where You've Been Kidnapped By A Cannibal Family,1,https://youtube.com/watch?v=gsLleqqQ0Og,A Horror Game Where You've Been Kidnapped By A Cannibal Family..,,,,,,,,,,,,,,
"GREAT, Another Realistic Horror Game About A Psychiatric Hospital",1,https://youtube.com/watch?v=dOnL1hxITDc,"GREAT, Another Realistic Horror Game About A Psychiatric Hospital..",,,,,,,,,,,,,,
IFU,1,https://youtube.com/watch?v=kevPX9gzTh0,IFU,https://store.steampowered.com/app/2666080,2666080,$3.99,"Adventure, Indie, Simulation","Single-player, Full controller support, Family Sharing",Setonika Games,Dark Games DGG,Indie,Unknown,"Feb 5, 2024",No reviews,,IFU is a psychological horror about a young guy who is forcibly locked in an abandoned mansion of a dead surgeon along with his restless soul.,Windows
Never Take The Train ALONE,1,https://youtube.com/watch?v=mx8kn-ey-F0,Never Take The Train ALONE..,,,,,,,,,,,,,,
A VHS horror game about a police body-cam footage,1,https://youtube.com/watch?v=Jzg_5hrBMaY,A VHS horror game about a police body-cam footage..,,,,,,,,,,,,,,
Working as a telephone operator finding disturbing anomalies,1,https://youtube.com/watch?v=q_gtUY3i3RQ,Working as a telephone operator finding disturbing anomalies..,,,,,,,,,,,,,,
I took home a cursed video game,1,https://youtube.com/watch?v=0f8gCPrgo2I,I took home a cursed video game..,,,,,,,,,,,,,,
"Working in a 1980s Movie Theater, But Theres A Killer On The Loose",1,https://youtube.com/watch?v=bflKO9lwY_I,"Working in a 1980s Movie Theater, But Theres A Killer On The Loose..",,,,,,,,,,,,,,
A horror game where you are stranded in space with your dying crew,1,https://youtube.com/watch?v=LcSeYWF83dQ,A horror game where you are stranded in space with your dying crew..,,,,,,,,,,,,,,
HORROR GAME OF THE YEAR,1,https://youtube.com/watch?v=2qdIi7vNMV0,HORROR GAME OF THE YEAR | Five Nights at Shreks Hotel 2,,,,,,,,,,,,,,
A disturbing horror game based on a true story,1,https://youtube.com/watch?v=XWwjiqPXNjE,A disturbing horror game based on a true story..,,,,,,,,,,,,,,
Silent Hill: The Short Message,1,https://youtube.com/watch?v=U_WkISrytHQ,Silent Hill: The Short Message - FULL GAME,,,,,,,,,,,,,,
I Have to Use My Mic to Find My Dog In The Sewers,1,https://youtube.com/watch?v=Z0flimcPcdY,I Have to Use My Mic to Find My Dog In The Sewers..,,,,,,,,,,,,,,
This Russian Psycological Horror Game is UNHINGED,1,https://youtube.com/watch?v=zZ6DQIcCut8,This Russian Psycological Horror Game is UNHINGED..,,,,,,,,,,,,,,
I Got Job As A Forest Ranger Where People Are Going Missing,1,https://youtube.com/watch?v=_GC2jLHh6o0,I Got Job As A Forest Ranger Where People Are Going Missing..,,,,,,,,,,,,,,
A paranormal horror game where you look after a dead body,1,https://youtube.com/watch?v=5r1a30-l9fE,A paranormal horror game where you look after a dead body..,,,,,,,,,,,,,,
This horror game just DAMAGED my soul,1,https://youtube.com/watch?v=iKE48TekBwc,This horror game just DAMAGED my soul..,,,,,,,,,,,,,,
I took my camcorder to record a haunted doll house,1,https://youtube.com/watch?v=NjqaVIIZuAg,I took my camcorder to record a haunted doll house..,,,,,,,,,,,,,,
Welcome to THE LAST OF US 2 REMASTERED,1,https://youtube.com/watch?v=kkFyxH7XeKA,Welcome to THE LAST OF US 2 REMASTERED..,,,,,,,,,,,,,,
Dont walk alone at night in the streets of Japan,1,https://youtube.com/watch?v=glNs2OfSAP4,Dont walk alone at night in the streets of Japan..,,,,,,,,,,,,,,
Realistic horror game that uses your mic to communicate with evil entities,1,https://youtube.com/watch?v=O8sxPda7Ork,Realistic horror game that uses your mic to communicate with evil entities.. | Supernormal,,,,,,,,,,,,,,
This VHS tape is hiding a frightening secret,1,https://youtube.com/watch?v=0igZCQvV5SE,This VHS tape is hiding a frightening secret..,,,,,,,,,,,,,,
ACTUALLY.. an impressive new horror game,1,https://youtube.com/watch?v=n54OkiqxcLo,ACTUALLY.. an impressive new horror game,,,,,,,,,,,,,,
This horror game damaged me inside,1,https://youtube.com/watch?v=dMOtufHD3so,This horror game damaged me inside.. | SHHH!,,,,,,,,,,,,,,
